6	192	132	0

6	224	84	0
6	240	84	1

6	416	100	0

6	656	164	1
6	704	132	0

6	1472	148	1

# COLORBOXs1

# BLUE1
5	272	116	16	16	3	54000	55000	56000
8	272	132	16	16	3	54100	55100	56100
8	272	148	16	16	3	54100	55100	56100
8	272	164	16	16	3	54100	55100	56100
8	272	180	16	16	3	54200	55200	56200

# RED1
5	240	148	16	16	3	51000	52000	53000
8	240	164	16	16	3	51400	51500	51600
8	240	180	16	16	3	51700	51800	51900

# WHITE1
5	512	84	16	16	4	51100	51200	51300
8	512	100	16	16	4	51110	51220	51330
8	512	116	16	16	4	51110	51220	51330
8	512	132	16	16	4	51110	51220	51330
8	512	148	16	16	4	51110	51220	51330
8	512	164	16	16	4	51110	51220	51330
8	512	180	16	16	4	51110	51220	51330

# RED2
5	464	116	16	16	4	51000	52000	53000
8	464	132	16	16	4	51400	51500	51600
8	464	148	16	16	4	51400	51500	51600
8	464	164	16	16	4	51400	51500	51600
8	464	180	16	16	4	51700	51800	51900

# GREEN1
5	400	148	16	16	5	57000	58000	59000
8	400	164	16	16	5	57100	58100	59100
8	400	180	16	16	5	57200	58200	59200

# GREEN2
5	512	164	16	16	6	57000	58000	59000
8	512	180	16	16	6	57200	58200	59200

# COLORBOXs2
#WHITE
5	1328	100	16	16	7	51100	51200	51300
8	1328	116	16	16	7	51110	51220	51330
8	1328	132	16	16	7	51110	51220	51330
8	1328	148	16	16	7	51110	51220	51330
8	1328	164	16	16	7	51110	51220	51330
8	1328	180	16	16	7	51110	51220	51330
#RED
5	1296	132	16	16	7	51000	52000	53000
8	1296	148	16	16	7	51400	51500	51600
8	1296	164	16	16	7	51400	51500	51600
8	1296	180	16	16	7	51700	51800	51900
# GREEN
5	1264	164	16	16	7	57000	58000	59000
8	1264	180	16	16	7	57200	58200	59200

# COLORBOXs3
#GREEN
5	2176	52	16	16	3	57000	58000	59000
8	2176	68	16	16	3	57100	58100	59100
8	2176	84	16	16	3	57100	58100	59100
8	2176	100	16	16	3	57100	58100	59100
8	2176	116	16	16	3	57100	58100	59100
8	2176	132	16	16	3	57100	58100	59100
8	2176	148	16	16	3	57100	58100	59100
8	2176	164	16	16	3	57100	58100	59100
8	2176	180	16	16	3	57200	58200	59200
#RED
5	2144	148	16	16	3	51000	52000	53000
8	2144	164	16	16	3	51400	51500	51600
8	2144	180	16	16	3	51700	51800	51900


# TUBE
13	352	148	16	16	2	300000	300001	300001
13	352	164	16	16	2	300002	300003	300003
13	352	180	16	16	2	300002	300003	300003

13	1792	164	16	16	2	300000	300001	300001
13	1792	180	16	16	2	300002	300003	300003

13	1856	148	16	16	2	300000	300001	300001
13	1856	164	16	16	2	300002	300003	300003
13	1856	180	16	16	2	300002	300003	300003

13	2256	164	16	16	2	300002	300003	300003
13	2256	180	16	16	2	300002	300003	300003

13	2256	68	16	16	2	300002	300003	300003
13	2256	52	16	16	2	300002	300003	300003
13	2256	36	16	16	2	300002	300003	300003
13	2256	20	16	16	2	300002	300003	300003
13	2256	4	16	16	2	300002	300003	300003
13	2256	-12	16	16	2	300002	300003	300003
13	2256	-28	16	16	2	300002	300003	300003
13	2256	-44	16	16	2	300002	300003	300003
13	2256	-60	16	16	2	300002	300003	300003
13	2256	-76	16	16	2	300002	300003	300003
13	2256	-92	16	16	2	300002	300003	300003
13	2256	-108	16	16	2	300002	300003	300003

13	2320	164	16	16	2	300000	300001	300001
13	2320	180	16	16	2	300002	300003	300003


# PIRANHA
11	360	125	0
11	1864	129	1

# FLYTRAP
14	1800	145
# GOOMBA
2	224	180	0

2	586	180	0

2	944	10	0
2	1008	10	0

# WINGS GOOMBA
2	1072	10	1


# KOOPAs
3	586	116	0	1
3	1488	172	0	0
3	2096	140	0	1

# SCENELOADER
#100	720	180	1
#100	1152	180	2
100	3000	180	1

# FLOOR
9	0	196	16	16	39	90000	91000	92000

9	624	180	16	16	29	90000	91000	92000
9	624	196	16	16	29	91100	92100	93100

9	1152	196	16	16	22	90000	91000	92000
9	1536	196	16	16	5	90000	91000	92000
9	1664	196	16	16	36	90000	91000	92000
9	2256	196	16	16	35	90000	91000	92000

# WOODBLOCK
1	1504	116	1	0
1	1520	116	1	0
1	1568	180	1	0
1	1584	164	1	0
1	1584	180	1	0
1	1600	148	1	0
1	1600	164	1	0
1	1600	180	1	0

1	1664	148	1	0
1	1664	164	1	0
1	1664	180	1	0
1	1680	164	1	0
1	1680	180	1	0
1	1696	180	1	0

1	2256	148	1	0
1	2272	148	1	0

1	2256	84	1	0
1	2272	84	1	0

# BRICK
1	1952	180	0	1
1	1968	180	0	1
1	1984	180	0	1
1	2000	180	0	1
1	2016	180	0	1
1	2032	180	0	1
1	2048	180	0	1

1	1968	164	0	1
1	1984	164	0	1
1	2000	164	0	1
1	2016	164	0	1
1	2032	164	0	1

1	1984	148	0	1
1	2000	148	0	1
1	2016	148	0	1
1	2032	148	2	0

1	2096	180	0	1
1	2112	180	0	1

1	2096	164	0	1

# WINGKOOPAS
3	1328	30	1	0
3	1392	20	1	0
3	1456	10	1	0

# MARIO
0	2448	10

